transaction_amount_inr,hour_of_day,merchant_category,card_type,card_present,distance_from_home_km,transactions_last_24h,avg_transaction_amount_inr,num_declined_last_30d,is_fraud
581.59,7,Grocery,Mastercard,1,6.83,6,589.43,0,0
4743.7,8,Gas,Mastercard,1,20.37,2,2539.14,1,0
335.11,8,Grocery,Amex,1,29.4,4,3162.77,0,0
4412.71,10,Travel,Mastercard,1,9.05,5,2542.39,0,0
3590.99,10,Electronics,Mastercard,1,4.59,3,2834.13,0,0
9657.95,2,Healthcare,Mastercard,0,34.2,11,1194.6,1,1
8818.68,17,Online,RuPay,1,13.23,2,1039.98,0,0
1554.65,9,Online,RuPay,1,3.89,3,3277.44,0,0
1217.74,7,Restaurant,Amex,1,21.49,3,3306.56,0,0
6421.63,7,Restaurant,RuPay,0,17.09,2,1942.01,1,0
1107.74,6,Utilities,Visa,1,21.98,5,1655.75,0,0
3925.57,14,Healthcare,,1,3.21,4,9617.95,0,0
9231.63,16,Healthcare,Visa,1,37.96,2,1975.3,0,0
3697.12,14,Restaurant,Visa,0,29.89,4,4137.13,0,0
4587.31,10,Online,RuPay,1,17.94,1,1870.72,0,0
1514.51,18,Restaurant,RuPay,1,18.86,3,4284.25,0,0
1634.22,20,Online,Visa,1,4.68,2,2521.73,0,0
12141.91,6,Online,Amex,0,5.15,2,2771.55,0,0
2535.39,16,Restaurant,Visa,0,21.18,1,3573.89,0,0
2958.27,13,Online,Mastercard,1,5.9,0,1401.11,1,0
5639.03,22,Entertainment,Amex,0,81.42,6,4785.5,3,1
1651.26,17,Entertainment,RuPay,1,27.82,1,1777.01,0,0
1163.87,23,Healthcare,Amex,1,12.55,3,791.45,1,0
7959.46,13,Retail,RuPay,1,22.53,4,500,0,0
4368.47,8,Retail,RuPay,0,2.62,7,3035.85,0,0
2454.32,20,Grocery,Mastercard,1,41.3,5,2470.61,1,0
2049.22,12,Grocery,Mastercard,1,7.02,1,2992.03,0,0
5122.86,0,Online,RuPay,1,6.29,3,2705.21,0,0
6632.51,14,Electronics,RuPay,0,601,11,3562.89,8,1
4770.39,17,Gas,Mastercard,1,11.04,2,3958.1,0,0
5004.33,0,Travel,RuPay,1,0.63,2,2483.06,1,0
4521.53,13,Grocery,RuPay,1,13.67,2,742.98,0,0
7091.03,11,Online,RuPay,1,22.55,6,4922.34,1,0
4383.59,8,Restaurant,Amex,0,38.12,1,1737.23,0,0
2669.42,14,Restaurant,Visa,1,10.17,4,3036.54,0,0
6952.31,9,Healthcare,Mastercard,1,3.12,3,4025.92,0,0
1596.81,19,Entertainment,Visa,1,8.81,6,1317.93,0,0
4296.53,9,Entertainment,Mastercard,1,8.04,2,1732.42,0,0
5317.08,15,Utilities,RuPay,1,0.16,1,3634.34,1,0
2350.88,11,Entertainment,RuPay,1,3.52,3,5049.76,0,0
1959.92,14,Travel,RuPay,0,30.96,1,1843.85,0,0
1617.05,7,Grocery,Visa,1,4.18,3,3590.05,0,0
356.17,4,Grocery,Visa,1,6.95,2,1405.54,1,0
15860.94,1,Entertainment,Visa,0,213.48,10,1023.31,3,1
23737.64,1,Entertainment,Mastercard,1,171,9,2637.56,4,1
1246.34,9,Gas,Visa,1,2.91,2,772.54,0,0
2091.82,5,Grocery,Visa,0,20.1,0,2561.74,1,0
6666.49,20,Electronics,Amex,0,,10,2339.3,1,1
2070.18,3,Online,RuPay,1,1.29,3,589.34,0,0
905.89,18,Electronics,Amex,1,0.23,4,1011.55,0,0
2372.14,12,Grocery,RuPay,1,1.71,2,1236.81,0,0
1378.71,7,Restaurant,Visa,1,21.04,4,1710.14,0,0
2196.46,5,Online,Amex,1,18.89,1,691.62,0,0
2590.2,7,Electronics,RuPay,1,2.04,3,1020.46,0,0
2393.08,14,Restaurant,Visa,1,3.41,3,1463.39,0,0
657.6,14,Online,Mastercard,1,37.91,1,1544.21,0,0
205.92,19,Restaurant,Visa,1,6.46,0,1605.45,1,0
2506.45,10,Gas,RuPay,1,5.59,3,1673.46,0,0
4630.26,10,Restaurant,Mastercard,1,3.78,2,1376.62,0,0
2706.97,13,Online,Amex,1,1.5,3,4321.76,0,0
1466.29,19,Healthcare,RuPay,1,14.73,2,1386.99,1,0
1232.94,18,Grocery,Mastercard,1,30.86,6,843.35,0,0
2275.65,9,Online,Mastercard,1,2.92,5,1102.23,0,0
3064.2,14,Grocery,Mastercard,1,2.98,6,,0,0
7138.31,16,Retail,Mastercard,1,1.26,5,1347.5,0,0
306.56,14,Restaurant,Amex,1,27.18,2,1313.22,0,0
2274.9,12,Retail,Mastercard,1,16.63,1,3490.05,0,0
3410.01,6,Grocery,Visa,1,10.72,2,1688.97,0,0
626.92,10,Grocery,RuPay,1,26.04,3,2192.51,0,0
,10,Grocery,Mastercard,1,6.01,3,689.37,0,0
261.75,11,Grocery,RuPay,1,2.65,1,3940.57,0,0
831.68,13,Electronics,Visa,1,19.55,5,4947.5,0,0
2005.11,17,Grocery,Visa,0,9.36,3,3884.89,0,0
6572.52,11,Grocery,RuPay,1,27.25,9,1060.96,0,0
5000,11,Online,Mastercard,1,1.37,5,1482.77,5,1
1381.97,12,Grocery,Mastercard,1,12.52,3,1615.1,0,0
6552.63,19,Retail,RuPay,1,9.42,4,3173.29,0,0
1252.28,19,Grocery,RuPay,1,4.8,4,3246.47,0,0
1643.25,6,Electronics,Amex,1,3.64,2,2176.15,0,0
15338.85,23,Online,RuPay,0,106.12,6,2582.14,3,1
3079.65,11,Restaurant,Amex,1,5.35,2,3348.53,0,0
2403.65,16,Restaurant,Visa,1,0.22,4,516.88,1,0
4430.12,12,Grocery,Mastercard,1,5.33,3,4992.87,1,0
1009.87,9,Online,Visa,1,9.26,2,1385.39,0,0
3637.88,8,Grocery,RuPay,1,4.86,3,2979.42,0,0
3201.51,16,Gas,Visa,0,124.57,3,1590.93,1,0
4196.33,11,Gas,Visa,1,1.56,2,3130.19,0,0
2742.84,11,Restaurant,Amex,0,0.21,5,704.43,1,0
2232.82,14,Restaurant,Mastercard,0,13.59,2,500,1,0
16026.74,20,Gas,RuPay,0,166.44,13,1426.75,3,1
3873.53,14,Online,RuPay,1,1.74,0,1606.1,0,0
3315.4,16,Electronics,RuPay,1,13.91,1,1869.82,0,0
3135.34,11,Electronics,Visa,1,17.67,7,2033.78,1,0
7357.91,9,Travel,Mastercard,1,0.57,6,1915.12,0,0
2141.8,9,Online,RuPay,1,10.92,2,1527.53,0,0
8790.41,1,Online,Mastercard,0,237.72,4,1571.46,1,1
5000,18,Gas,RuPay,0,176.39,6,2153.22,4,1
4703.33,8,Grocery,Visa,1,6.44,3,635.96,0,0
4936.59,16,Restaurant,Amex,1,10.43,4,1546.79,0,0
1573.97,17,Online,RuPay,1,24.5,2,650.14,0,0
492.68,19,Utilities,RuPay,1,2.92,1,1813.06,0,0
2318.47,7,Grocery,Visa,1,1.08,2,8294.42,2,0
1266.02,18,Electronics,Visa,1,1.35,6,4290.83,1,0
427.48,12,Grocery,Visa,1,11.39,2,3148.62,0,0
3213.74,15,Utilities,Visa,1,18.88,4,1664.11,0,0
,19,Restaurant,Visa,1,3.38,0,3871.1,1,0
4529.72,16,Electronics,RuPay,1,37.26,1,1154.97,0,0
8791.6,19,Electronics,Visa,1,22.33,1,3476.76,1,0
8886.04,17,Travel,Amex,1,19.54,3,1172.26,1,0
1054.34,13,Retail,Mastercard,1,5.23,1,2206.65,0,0
2590.69,11,Travel,Visa,1,28.03,3,500.08,0,0
1955.22,1,Utilities,RuPay,1,52.53,0,7130.95,1,0
3655.34,23,Travel,RuPay,0,0.29,3,1659.53,1,0
654.82,16,Retail,RuPay,1,46.87,1,2984,0,0
2608.93,11,Travel,Visa,1,5.12,3,4238,0,0
1582.84,14,Grocery,RuPay,1,22.92,3,2525.51,0,0
1650.69,22,Grocery,Amex,1,,0,2127.27,0,0
15351.27,19,Restaurant,RuPay,1,36.41,5,1540.73,0,0
1819.28,7,Travel,Mastercard,1,30.42,1,8704.47,2,0
28589.89,23,Restaurant,Visa,0,2.19,8,1046.94,2,1
1076.82,13,Restaurant,Mastercard,1,11.77,4,1870.36,,0
2163.75,7,Electronics,RuPay,1,8.07,4,2133.73,1,0
6519.84,7,Grocery,RuPay,1,2.44,2,1464,0,0
1043.88,16,Grocery,Visa,0,6.59,1,8407.93,0,0
4583.43,17,Restaurant,RuPay,0,55.35,4,1250.01,2,0
2551.46,8,Healthcare,Mastercard,1,13.79,2,1131.76,0,0
1248.19,7,Travel,Visa,1,16.95,3,1952.07,0,0
27589.96,11,,RuPay,0,126.53,6,858.89,1,1
12459.06,6,Retail,Mastercard,0,61.01,2,1282.09,0,0
1322.78,11,Travel,Visa,1,9.11,2,2495.25,0,0
2391.22,10,Retail,RuPay,0,2.41,1,3928.64,1,0
6422.96,12,Entertainment,RuPay,0,3.33,15,2347.3,3,1
1664.69,18,Restaurant,Amex,1,23.99,4,954.9,0,0
1278.82,15,Retail,Mastercard,1,20.5,1,906.99,0,0
5989.36,18,Grocery,Mastercard,1,2.75,5,4247.96,1,0
844.88,10,Gas,Mastercard,1,13.66,3,1074.4,0,0
2520.89,17,Online,RuPay,1,18.02,2,7035.44,0,0
5171.25,2,Online,Mastercard,1,3.63,2,3754.56,0,0
489.7,13,Online,Mastercard,1,13.2,3,1695.3,0,0
25125.69,21,Entertainment,Visa,1,,3,5131.31,1,0
1916.59,23,Entertainment,Visa,1,0.86,3,1076.15,1,0
1645.47,17,Entertainment,Visa,1,8.68,4,3057.89,0,0
1339.31,17,Retail,RuPay,1,19.79,1,1823.28,0,0
6457.96,10,Grocery,,1,5.85,3,1609.88,0,0
3802.91,12,Entertainment,Visa,0,9.07,2,3123.39,0,0
900.95,14,Restaurant,Amex,1,83.85,3,1331.99,0,0
5755.6,12,Grocery,RuPay,1,0.56,2,2105.63,0,0
701.67,8,Healthcare,Mastercard,1,31.7,4,2120.29,0,0
7799.72,16,Restaurant,RuPay,1,20.16,3,2947.62,0,0
4801.14,19,Online,Mastercard,1,15.26,1,1559.26,1,0
763,12,Online,Amex,1,29.57,5,1099.62,1,0
5566.79,11,Utilities,Mastercard,1,18.55,2,1027.55,0,0
1787.35,17,Restaurant,Amex,0,4.95,3,3488.28,0,0
,18,Entertainment,Visa,1,149.32,17,5388.89,,1
3166.14,12,Healthcare,RuPay,1,10.29,2,1860.32,0,0
2894.26,15,Online,Mastercard,1,38.1,2,1740.58,1,0
2033.76,12,Entertainment,Visa,0,17.61,2,1089.78,0,0
3709.35,13,Restaurant,Mastercard,0,3.86,6,2172.84,0,0
6859.33,15,Online,Mastercard,1,,3,1055.24,1,0
3550.78,10,Healthcare,Mastercard,1,9.07,4,1822.25,0,0
5559.97,13,Grocery,Visa,1,32.45,6,5757.75,0,0
1484.14,12,Online,Mastercard,1,30.16,4,1035.97,0,0
16357.01,9,Grocery,RuPay,1,4657.85,5,2913.73,0,0
778.38,17,Electronics,RuPay,1,6.78,3,2153.08,0,0
3291.69,5,Restaurant,Visa,1,15.95,5,1147.99,0,0
1642.83,16,Grocery,RuPay,1,8.58,4,1273.78,0,0
1849.7,4,Retail,Mastercard,1,9.85,3,1454.06,0,0
782.63,9,Gas,Visa,1,28.72,2,1983.87,0,0
9539.03,8,Entertainment,RuPay,1,24.42,5,1272.54,0,0
3409.43,15,Grocery,Visa,1,7.09,2,774.55,0,0
4256,18,Entertainment,Visa,1,8.99,2,1482.36,0,0
1481.91,11,Grocery,RuPay,1,7.75,4,1129.11,1,0
1996.7,8,Grocery,Mastercard,1,3.81,3,2321.03,1,0
609.28,13,Healthcare,RuPay,1,15.47,4,940.37,0,0
2858.86,6,Online,RuPay,1,15.93,2,661.89,0,0
5000,9,Online,Visa,0,36.81,13,1396.66,4,1
3965.15,10,Grocery,Amex,1,4.01,3,2528.8,0,0
5338.19,9,Grocery,Amex,1,11.72,1,2474.47,0,0
4108.86,10,Utilities,Visa,1,4.4,1,2213.75,2,0
40751.57,14,Online,Mastercard,0,112.83,6,684.61,1,1
4586.53,6,Grocery,RuPay,1,23.04,0,1951.84,0,0
8409.97,12,Grocery,RuPay,0,33.07,1,1796.24,0,0
1254.63,16,Grocery,Amex,1,0.72,2,3376.46,0,0
4668.86,16,Electronics,Mastercard,1,11.22,0,3368.67,0,0
3363.8,20,Entertainment,Visa,1,1.98,2,3522.47,1,0
8161.29,20,Electronics,Visa,1,8.21,6,944.61,0,0
1561.52,22,Grocery,Visa,1,2.55,5,2526.4,0,0
789.29,7,Utilities,Mastercard,0,4.67,1,3618.58,0,0
11832.77,22,Entertainment,Mastercard,1,25.34,8,1246.44,4,1
1679.63,18,Online,RuPay,1,3,5,4263.5,0,0
2625.45,8,Online,Mastercard,1,32.36,4,2829.92,1,0
8689.79,20,Grocery,Visa,1,4.88,0,,1,0
3568.55,18,Online,Mastercard,1,10.48,4,2713.43,0,0
7663.94,9,Online,RuPay,0,27.94,4,1242.51,0,0
1850.77,11,Retail,RuPay,1,50.9,3,1705.01,2,0
1218.01,13,Online,Visa,1,51.85,1,4693,0,0
11400.86,12,Grocery,Mastercard,1,5.75,4,3134.55,1,0
8922.11,18,Healthcare,Mastercard,0,138.59,10,7612.58,1,1
11735.16,9,Online,Amex,1,56.43,7,1022.53,0,1
2640.79,6,Online,Visa,0,1.31,2,5251.35,0,0
1020.29,11,Grocery,Mastercard,1,3.85,1,3847.17,2,0
9764.22,15,Grocery,RuPay,1,32.5,6,3120.28,0,0
1094.28,16,Grocery,Visa,1,20.53,2,1718.69,0,0
837.94,19,Grocery,Mastercard,0,7.5,3,,0,0
10998.87,1,Grocery,RuPay,1,68.35,8,618.54,3,1
2934.03,10,Grocery,Visa,1,23.25,5,3283.09,1,0
3689.96,6,Restaurant,RuPay,1,9.44,2,592.39,0,0
7479.41,10,Retail,Mastercard,0,15.37,3,1501.59,0,0
15286.5,11,Online,RuPay,0,0.7,4,2773.46,0,0
1906.79,8,Online,RuPay,1,11.44,4,3248.85,0,0
849.27,12,Grocery,RuPay,1,0.75,3,3306.48,0,0
2882.81,16,Restaurant,RuPay,1,2.6,3,1930.55,0,0
4150.87,11,Electronics,Visa,1,9.35,1,2169.98,0,0
1115.18,1,Grocery,Visa,1,,3,668.21,1,0
6158.41,17,Restaurant,Visa,1,12.47,3,2581.55,0,0
4699.36,12,Online,Mastercard,0,4.31,6,636.72,0,0
2123.69,10,Online,RuPay,1,0.87,1,1349.37,1,0
1175.87,15,Electronics,RuPay,1,0.71,0,1764.59,0,0
1802.7,15,Online,Amex,1,6.26,2,500,1,0
535.03,10,Online,RuPay,1,6.4,3,933.17,0,0
930.97,19,Utilities,RuPay,1,3.16,4,876.74,0,0
9293.47,13,Entertainment,Mastercard,1,19,2,500,0,0
3344.94,7,Healthcare,Mastercard,0,0.88,3,2163.17,0,0
7284.22,21,Travel,Amex,1,12.15,2,2391.8,1,0
1164.11,10,Online,Visa,1,18.38,3,1569.44,0,0
3054.65,13,Grocery,Visa,1,18.91,6,1111.64,3,0
605.2,7,Retail,Visa,1,3.22,4,1590.3,0,0
3171.94,15,Retail,Visa,1,25.46,4,,0,0
1145.2,10,Healthcare,Visa,0,3.06,3,2773.73,0,0
2400.97,18,Restaurant,RuPay,1,2.6,5,3724.79,0,0
863.21,13,Restaurant,Visa,1,11.26,3,829.48,0,0
800.9,16,Electronics,Mastercard,1,4.45,2,3452.98,0,0
2198.87,7,Gas,Visa,1,29.46,2,1963.06,0,0
2016.16,8,Online,RuPay,1,12.4,4,591.87,0,0
20636.63,18,Retail,Visa,0,,2,1646.52,0,0
12100.35,22,Grocery,Visa,1,15.68,3,552.87,0,0
1569.13,10,Travel,Visa,1,65.8,4,3738.24,2,0
22836.57,3,Online,Amex,0,200.83,11,562.66,3,1
1750.65,21,Restaurant,Mastercard,1,13.89,4,5083.47,0,0
8905.57,22,Healthcare,Mastercard,1,30.26,2,2263.63,0,0
1671.76,13,Retail,Visa,0,21.49,7,2965.83,0,0
1236.72,22,Retail,Visa,1,10.75,1,766.78,1,0
4339.2,11,Gas,RuPay,1,18.83,4,961.67,0,0
2049.73,21,Grocery,Visa,1,17.76,2,2979.72,1,0
472.88,5,Grocery,Mastercard,0,9.49,3,3008.68,0,0
2455.65,8,Restaurant,Visa,1,18.18,2,1105.08,0,0
18133.83,17,Healthcare,Mastercard,1,6.02,2,1989.36,0,0
1152.07,19,Online,Visa,1,31.99,3,1400.76,0,0
5000,10,Restaurant,Amex,1,118.71,7,3873.3,4,1
6213.5,2,Online,Mastercard,0,151.7,17,1283.26,3,1
1120.09,7,Online,Mastercard,1,18.33,1,3876.39,0,0
10350.41,18,Gas,Visa,1,10.65,4,2855.75,0,0
1872.01,13,Electronics,RuPay,1,2.23,2,3061.44,0,0
6229.64,13,Online,RuPay,0,8.49,1,1145.96,0,0
2504.14,17,Entertainment,Mastercard,1,0.87,3,2123.92,0,0
949.93,17,Online,Mastercard,1,5.36,0,2319,0,0
3169.23,9,Online,Visa,1,1.12,4,1608.95,1,0
1762.8,5,Grocery,Mastercard,1,32.97,5,1688.82,0,0
8029.49,8,Retail,Visa,1,6.79,6,846.81,0,0
770.04,20,Electronics,Visa,1,8.25,2,914.67,1,0
1262.96,11,Travel,Visa,1,2.24,4,2106.87,1,0
761.64,18,Restaurant,Visa,1,3.33,3,4750.84,0,0
4894.51,19,Travel,Visa,1,3.43,2,522.75,0,0
2799.61,19,Online,RuPay,1,23,1,500,0,0
845.04,7,Electronics,Visa,0,62.2,0,1242.27,0,0
1514.25,9,Retail,Mastercard,1,11.42,3,943.31,1,0
13514.35,16,Retail,RuPay,1,238.97,11,1342.53,7,1
4026.57,9,Travel,Mastercard,1,11.85,5,1660.78,2,0
911.44,7,Grocery,Visa,1,10.6,2,1644.39,0,0
2952.95,14,Online,Visa,0,17.58,5,8989.56,0,0
912.05,20,Grocery,Visa,0,3.08,4,3024.73,1,0
1091.42,7,Entertainment,Mastercard,1,2.19,2,938.32,1,0
2888.14,13,Grocery,Mastercard,1,26.86,3,1118.78,0,0
2886.25,13,Gas,Visa,1,0.64,4,2963.3,0,0
1099.67,10,Travel,Visa,1,18.09,5,1369.84,0,0
16504,10,Travel,Visa,0,109.71,4,1053.52,4,1
2642.23,7,Healthcare,Visa,1,71.88,3,1664.17,0,0
9058.46,6,Online,Amex,1,2.21,1,1086.59,0,0
1660.13,12,Restaurant,RuPay,1,13.5,6,4568.17,0,0
2273.71,15,Grocery,RuPay,0,11.16,5,12064.89,0,0
1746.7,15,Online,RuPay,1,4.92,3,1251.8,1,0
2771.21,18,Gas,Visa,1,15.38,5,1738.62,0,0
1298.66,8,Utilities,Mastercard,1,32.68,1,1837.06,0,0
12390.76,12,Online,Visa,1,24.5,4,571.4,1,0
2622.35,18,Grocery,Visa,1,0.8,3,8027.46,0,0
3818.46,9,Restaurant,RuPay,1,51.27,1,3795.7,1,0
5009.47,15,Online,Visa,0,180.72,2,500,2,1
2977.47,20,Retail,RuPay,1,5.65,6,3186.26,0,0
4078.49,12,Restaurant,Mastercard,1,,2,1625.59,1,0
5000,3,Gas,Mastercard,0,147.41,12,1923.51,2,1
1211.96,16,,RuPay,1,43.58,6,7954.48,1,0
4835.45,15,Restaurant,Amex,1,16.71,2,3729.97,1,0
22546.39,17,Gas,RuPay,1,148.08,10,1307.19,2,1
4991.61,18,Gas,Mastercard,1,14.02,3,696.95,0,0
3129.34,21,Retail,RuPay,0,11.31,1,927.88,0,0
13371.35,12,Grocery,Visa,1,6.41,4,1139.01,0,0
5222.77,15,Online,Visa,1,0.76,3,2381.74,0,0
4563.26,16,Restaurant,RuPay,1,4.71,2,,0,0
685.62,6,Restaurant,Mastercard,1,14.84,3,512.5,0,0
4937.62,21,Entertainment,Mastercard,1,3.96,2,1308.47,0,0
13890.44,16,Online,Visa,1,13.02,3,1828.38,1,0
1872.8,9,Restaurant,RuPay,1,43.13,2,1721.13,1,0
2147.91,13,Online,Visa,1,,3,855.02,1,0
29504.8,18,Online,RuPay,1,61.17,8,1353.62,3,1
2592.13,18,Grocery,Mastercard,1,7.66,4,2171.61,0,0
4557.03,12,,Visa,1,6.68,2,1074.43,0,0
1811.45,16,Restaurant,Mastercard,1,13.79,6,1665.74,0,0
460.33,11,Grocery,Visa,0,16.41,4,1579.1,0,0
1767.87,12,Grocery,RuPay,0,25.89,6,2960.87,1,0
4062.38,7,Travel,Visa,1,26.33,7,716.27,0,0
4738.25,12,Grocery,Visa,1,8.99,3,2641.25,0,0
1338.45,12,Retail,Mastercard,1,0.75,7,2615.89,1,0
2247.31,8,Retail,Mastercard,1,17.71,2,1386.68,1,0
882.68,1,Grocery,Visa,1,0.25,5,1130.89,0,0
1000.13,1,Restaurant,Visa,1,32.9,4,1937.26,0,0
3148.55,10,Grocery,RuPay,1,10.45,5,3400.17,0,0
874.6,6,Online,Mastercard,0,7.74,3,1510.77,0,0
504.71,10,Retail,Visa,0,6.48,2,1287.2,0,0
6554.59,6,Restaurant,Visa,1,8.8,2,2294.74,1,0
1082.85,7,Grocery,Amex,1,27.86,2,1029.56,0,0
3021.38,16,Online,Visa,0,14.47,4,1697.32,0,0
4456.85,9,Grocery,RuPay,1,5.18,5,2857.73,0,0
3025.97,19,Online,RuPay,1,33.08,2,1993.17,0,0
7075.82,19,Retail,Visa,1,0.25,5,2216.37,0,0
911.59,8,Online,Mastercard,1,20.85,2,2095.28,0,0
1668.8,11,Grocery,Visa,0,12.75,5,2023.89,1,0
2785.65,16,Grocery,RuPay,1,5.26,2,1082.12,0,0
2767.85,11,Grocery,RuPay,1,,2,1499.9,0,0
670.84,18,Grocery,RuPay,1,8,5,1065.8,0,0
3667.01,20,Travel,Mastercard,1,16.83,3,2357.23,1,0
723.31,11,Grocery,Amex,1,3.68,2,558.55,1,0
23281.17,2,Healthcare,RuPay,0,355.03,9,1124.95,,1
2055.03,10,Grocery,RuPay,1,2.73,1,1166.99,0,0
2561.32,22,Restaurant,Mastercard,1,17.97,5,5903.29,0,0
20283.46,18,Online,Visa,1,10.25,1,1669.53,0,0
1456.47,14,Online,Visa,1,57.05,1,1586.33,1,0
6420.63,14,Online,Mastercard,1,4.41,4,1600.72,0,0
4811.92,16,Travel,Mastercard,1,9.49,1,2463.03,0,0
3864.51,19,Grocery,RuPay,1,0.03,2,1543.94,1,0
13911.81,9,Online,Visa,0,51.01,5,6800.98,5,1
2687.84,15,Online,Amex,0,10.14,2,3627.19,2,0
3517.4,6,Travel,RuPay,1,0.61,4,1595.54,0,0
269.78,11,Grocery,Mastercard,1,20.36,1,1262.98,0,0
,11,Restaurant,Visa,0,1.8,2,9650.83,0,0
2861.43,18,Grocery,Amex,1,33.06,1,1848.37,1,0
2455.76,14,Grocery,Visa,1,4.85,6,1486.98,1,0
2175.51,14,Restaurant,Visa,1,14.8,2,1763.49,0,0
3817.79,11,Online,RuPay,1,5.58,2,2994.56,0,0
8627.03,19,Grocery,Mastercard,1,7.67,5,1995.93,2,0
3473.84,16,Restaurant,RuPay,1,12.31,6,3468.07,1,0
3015.62,16,Grocery,RuPay,0,0.87,1,3392.37,0,0
6647.77,12,Travel,Visa,1,24.01,3,1665.61,0,0
445.21,11,Entertainment,Visa,1,2.75,3,722.49,2,0
7129.97,9,Grocery,RuPay,1,26.02,0,1318.77,0,0
488.01,11,Retail,Mastercard,1,10.47,5,3082.07,0,0
4332.46,19,Entertainment,RuPay,1,9.22,1,2375.36,1,0
3956.44,12,Online,Visa,1,9.87,6,1026.18,0,0
3638.15,7,Electronics,RuPay,1,6.02,2,2593.94,0,0
1548.29,12,Grocery,Mastercard,1,1.62,3,1738.43,0,0
548.88,0,Entertainment,Mastercard,1,0.81,8,4796.91,0,0
2142.17,19,Grocery,Visa,1,13.38,2,2182.92,0,0
17262.47,8,Restaurant,Visa,1,20.26,2,1319.58,0,0
3455.69,18,Healthcare,RuPay,1,31.44,2,1313.15,0,0
1983.16,21,Online,Mastercard,1,4.79,2,1621.94,,0
2474.07,4,Gas,Mastercard,0,6.04,1,2570.36,,0
3792.86,18,Restaurant,Mastercard,1,15.17,3,500,0,0
2545.29,7,Grocery,RuPay,1,15.94,2,1326.46,1,0
2060.5,17,Travel,Mastercard,0,5.17,3,4913.79,0,0
2855.12,8,Entertainment,Mastercard,1,23.45,3,740.16,0,0
2194.37,16,Gas,Amex,1,61.6,2,4822.75,0,0
2063.76,8,Grocery,Mastercard,1,41.48,2,1372.23,1,0
3411.86,10,Electronics,RuPay,0,3.07,1,1263.47,0,0
4024.5,3,Entertainment,Amex,1,5.4,4,1848.26,0,0
4202.83,5,Online,Visa,0,22.36,3,1117.15,0,0
8929.76,17,Gas,Visa,0,88.37,10,2246.48,4,1
424.16,22,Grocery,Visa,1,6.44,2,3611.51,0,0
3443.54,13,Grocery,Visa,1,4.17,3,1006.9,0,0
15122.68,13,Gas,Visa,1,24.92,2,2397.87,0,0
852.59,12,Electronics,Visa,0,30.99,6,1293.61,0,0
11551.53,10,Electronics,RuPay,1,23.37,3,1953.04,0,0
3689.16,15,Grocery,Amex,1,24.9,1,2709.03,0,0
694.35,14,Online,Mastercard,0,39.69,3,2355.58,0,0
1969.43,8,Entertainment,Mastercard,1,2.83,4,1615.98,0,0
1052.37,8,Electronics,,1,5.82,6,1284.18,0,0
951.04,16,Grocery,Visa,1,19.6,0,3628.16,0,0
3509.4,6,Online,RuPay,1,2.28,2,500,0,0
8636.33,22,Travel,Mastercard,1,0.19,4,1228.93,1,0
682.77,6,Gas,Mastercard,1,20.65,2,4264.85,0,0
2514.86,8,Grocery,Mastercard,1,8.42,3,5944.45,0,0
310.87,20,Online,Mastercard,1,16,5,3456.14,0,0
5889.51,7,Healthcare,Mastercard,1,27.34,3,3953.62,0,0
1969.97,13,Retail,Amex,1,12.59,1,4121.83,0,0
1505.26,3,Gas,Visa,1,5.56,6,958.63,0,0
1242.08,22,Online,Mastercard,1,2.83,5,1935.64,0,0
3145.46,8,Grocery,Mastercard,1,7.1,6,2662.42,0,0
794.57,13,Online,Amex,1,37.1,0,2088.76,0,0
1751.02,20,Restaurant,RuPay,0,6177.67,1,1112.77,0,0
890.05,19,Gas,Visa,1,11.92,4,1487.61,0,0
1841.15,10,Grocery,Visa,1,3.47,3,632.37,0,0
1323.56,15,Healthcare,Mastercard,1,3.63,2,2044.5,0,0
,16,Gas,Amex,1,8.59,3,2109.3,0,0
408.62,11,Retail,RuPay,1,32.24,2,2975.62,0,0
824.01,5,Grocery,Visa,1,11.14,4,1721.36,1,0
13213.6,7,Restaurant,Mastercard,0,42.7,3,1674.89,0,0
2427.62,7,Online,Mastercard,0,48.1,1,8676.93,2,0
2932.13,11,Grocery,Visa,1,3.61,8,995.79,0,0
1341.88,9,Online,Visa,1,19.03,2,3127.2,0,0
2380.12,21,Online,Visa,1,17.19,3,867.35,0,0
30726.36,18,Restaurant,Visa,1,7,5,1598.74,0,0
4111.28,10,Online,RuPay,1,14.12,4,875.83,0,0
3049.62,10,Online,RuPay,1,34.33,2,2395.05,0,0
200,15,Electronics,Mastercard,1,5.15,4,1921.95,0,0
698.85,1,Online,Visa,1,43.93,3,2565.72,0,0
1719.63,9,Restaurant,,1,3.47,2,1239.37,0,0
5035.22,15,Grocery,Mastercard,0,19.3,2,832.07,0,0
24984.99,13,Travel,Mastercard,0,321.36,4,3146.72,3,1
1462.86,10,Travel,Mastercard,1,7.36,4,1829.19,0,0
3853.59,11,Restaurant,Visa,0,4.22,5,2771.27,0,0
16916.34,12,Healthcare,Visa,1,20.67,3,5413.48,0,0
736.85,11,Online,Mastercard,1,9.5,3,1959.66,0,0
6376.96,15,Grocery,Mastercard,1,,3,2908.67,0,0
5537.49,8,Grocery,Visa,1,43.47,3,500,0,0
10449.62,15,Online,RuPay,0,33.08,12,1582.9,3,1
11233.3,13,Online,Mastercard,1,30.25,3,500,0,0
